feature,omics_group,prefix
mu_DNAH9,Methylation,mu_
mu_MYH7,Methylation,mu_
mu_PEG3,Methylation,mu_
pp_X14.3.3.beta,Protein,pp_
pp_X14.3.3.epsilon,Protein,pp_
pp_X14.3.3.zeta,Protein,pp_
pp_X4E.BP1,Protein,pp_
pp_X4E.BP1.pS65,Protein,pp_
pp_X4E.BP1.pT37.T46,Protein,pp_
pp_X4E.BP1.pT70,Protein,pp_
pp_X53BP1,Protein,pp_
pp_A.Raf,Protein,pp_
pp_A.Raf.pS299,Protein,pp_
pp_ACC1,Protein,pp_
pp_ACC.pS79,Protein,pp_
pp_ACVRL1,Protein,pp_
pp_ADAR1,Protein,pp_
pp_AMPK.alpha,Protein,pp_
pp_AMPK.pT172,Protein,pp_
pp_AR,Protein,pp_
pp_ARID1A,Protein,pp_
pp_ASNS,Protein,pp_
pp_ATM,Protein,pp_
pp_Acetyl.a.Tubulin.Lys40,Protein,pp_
pp_Akt,Protein,pp_
pp_Akt.pS473,Protein,pp_
pp_Akt.pT308,Protein,pp_
pp_Annexin.1,Protein,pp_
pp_Annexin.VII,Protein,pp_
pp_Axl,Protein,pp_
pp_B.Raf,Protein,pp_
pp_B.Raf.pS445,Protein,pp_
pp_BRCA2,Protein,pp_
pp_BRD4,Protein,pp_
pp_Bad.pS112,Protein,pp_
pp_Bak,Protein,pp_
pp_Bap1.c.4,Protein,pp_
pp_Bax,Protein,pp_
pp_Bcl.2,Protein,pp_
pp_Bcl.xL,Protein,pp_
pp_Bcl2A1,Protein,pp_
pp_Beclin,Protein,pp_
pp_Bid,Protein,pp_
pp_Bim,Protein,pp_
pp_C.Raf,Protein,pp_
pp_C.Raf.pS338,Protein,pp_
pp_CD20,Protein,pp_
pp_CD26,Protein,pp_
pp_CD31,Protein,pp_
pp_CD49b,Protein,pp_
pp_CDK1,Protein,pp_
pp_CDK1.pY15,Protein,pp_
pp_COG3,Protein,pp_
pp_Caspase.3,Protein,pp_
pp_Caspase.7.cleavedD198,Protein,pp_
pp_Caspase.8,Protein,pp_
pp_Caveolin.1,Protein,pp_
pp_Chk1,Protein,pp_
pp_Chk1.pS296,Protein,pp_
pp_Chk1.pS345,Protein,pp_
pp_Chk2,Protein,pp_
pp_Chk2.pT68,Protein,pp_
pp_Claudin.7,Protein,pp_
pp_Collagen.VI,Protein,pp_
pp_Cyclin.B1,Protein,pp_
pp_Cyclin.D1,Protein,pp_
pp_Cyclin.E1,Protein,pp_
pp_Cyclin.E2,Protein,pp_
pp_DIRAS3,Protein,pp_
pp_DJ.1,Protein,pp_
pp_DUSP4,Protein,pp_
pp_Dvl3,Protein,pp_
pp_E.Cadherin,Protein,pp_
pp_EGFR,Protein,pp_
pp_EGFR.pY1068,Protein,pp_
pp_EGFR.pY1173,Protein,pp_
pp_ENY2,Protein,pp_
pp_EPPK1,Protein,pp_
pp_ER.alpha,Protein,pp_
pp_ER.alpha.pS118,Protein,pp_
pp_ERCC1,Protein,pp_
pp_ERCC5,Protein,pp_
pp_ERK2,Protein,pp_
pp_ETS.1,Protein,pp_
pp_FASN,Protein,pp_
pp_FOXO3a,Protein,pp_
pp_FOXO3a.pS318.S321,Protein,pp_
pp_Fibronectin,Protein,pp_
pp_FoxM1,Protein,pp_
pp_G6PD,Protein,pp_
pp_GAB2,Protein,pp_
pp_GAPDH,Protein,pp_
pp_GATA3,Protein,pp_
pp_GATA6,Protein,pp_
pp_GCN5L2,Protein,pp_
pp_GSK3.alpha.beta,Protein,pp_
pp_GSK3.alpha.beta.pS21.S9,Protein,pp_
pp_GSK3.pS9,Protein,pp_
pp_HER2,Protein,pp_
pp_HER2.pY1248,Protein,pp_
pp_HER3,Protein,pp_
pp_HER3.pY1289,Protein,pp_
pp_HSP70,Protein,pp_
pp_Heregulin,Protein,pp_
pp_IGF1R.pY1135.Y1136,Protein,pp_
pp_IGFBP2,Protein,pp_
pp_INPP4B,Protein,pp_
pp_IRF.1,Protein,pp_
pp_IRS1,Protein,pp_
pp_JAB1,Protein,pp_
pp_JNK2,Protein,pp_
pp_JNK.pT183.pY185,Protein,pp_
pp_Jak2,Protein,pp_
pp_Ku80,Protein,pp_
pp_LKB1,Protein,pp_
pp_Lck,Protein,pp_
pp_MAPK.pT202.Y204,Protein,pp_
pp_MEK1,Protein,pp_
pp_MEK1.pS217.S221,Protein,pp_
pp_MIG.6,Protein,pp_
pp_MSH2,Protein,pp_
pp_MSH6,Protein,pp_
pp_MYH11,Protein,pp_
pp_Mre11,Protein,pp_
pp_Myosin.IIa,Protein,pp_
pp_Myosin.IIa.pS1943,Protein,pp_
pp_N.Cadherin,Protein,pp_
pp_N.Ras,Protein,pp_
pp_NDRG1.pT346,Protein,pp_
pp_NF.kB.p65.pS536,Protein,pp_
pp_NF2,Protein,pp_
pp_Notch1,Protein,pp_
pp_P.Cadherin,Protein,pp_
pp_PAI.1,Protein,pp_
pp_PARP1,Protein,pp_
pp_PARP.cleaved,Protein,pp_
pp_PCNA,Protein,pp_
pp_PDCD4,Protein,pp_
pp_PDK1,Protein,pp_
pp_PDK1.pS241,Protein,pp_
pp_PEA15,Protein,pp_
pp_PEA15.pS116,Protein,pp_
pp_PI3K.p110.alpha,Protein,pp_
pp_PI3K.p85,Protein,pp_
pp_PKC.alpha,Protein,pp_
pp_PKC.alpha.pS657,Protein,pp_
pp_PKC.delta.pS664,Protein,pp_
pp_PKC.pan.BetaII.pS660,Protein,pp_
pp_PR,Protein,pp_
pp_PRAS40.pT246,Protein,pp_
pp_PRDX1,Protein,pp_
pp_PREX1,Protein,pp_
pp_PTEN,Protein,pp_
pp_Paxillin,Protein,pp_
pp_RBM15,Protein,pp_
pp_Rab11,Protein,pp_
pp_Rab25,Protein,pp_
pp_Rad50,Protein,pp_
pp_Rad51,Protein,pp_
pp_Raptor,Protein,pp_
pp_Rb,Protein,pp_
pp_Rb.pS807.S811,Protein,pp_
pp_Rictor,Protein,pp_
pp_Rictor.pT1135,Protein,pp_
pp_S6,Protein,pp_
pp_S6.pS235.S236,Protein,pp_
pp_S6.pS240.S244,Protein,pp_
pp_SCD,Protein,pp_
pp_SETD2,Protein,pp_
pp_SF2,Protein,pp_
pp_SHP.2.pY542,Protein,pp_
pp_SLC1A5,Protein,pp_
pp_STAT3.pY705,Protein,pp_
pp_STAT5.alpha,Protein,pp_
pp_Shc.pY317,Protein,pp_
pp_Smac,Protein,pp_
pp_Smad1,Protein,pp_
pp_Smad3,Protein,pp_
pp_Smad4,Protein,pp_
pp_Snail,Protein,pp_
pp_Src,Protein,pp_
pp_Src.pY416,Protein,pp_
pp_Src.pY527,Protein,pp_
pp_Stathmin,Protein,pp_
pp_Syk,Protein,pp_
pp_TAZ,Protein,pp_
pp_TFRC,Protein,pp_
pp_TIGAR,Protein,pp_
pp_TSC1,Protein,pp_
pp_Transglutaminase,Protein,pp_
pp_Tuberin,Protein,pp_
pp_Tuberin.pT1462,Protein,pp_
pp_VEGFR2,Protein,pp_
pp_XBP1,Protein,pp_
pp_XRCC1,Protein,pp_
pp_YAP,Protein,pp_
pp_YAP.pS127,Protein,pp_
pp_YB.1,Protein,pp_
pp_YB.1.pS102,Protein,pp_
pp_beta.Catenin,Protein,pp_
pp_c.Abl,Protein,pp_
pp_c.Jun.pS73,Protein,pp_
pp_c.Kit,Protein,pp_
pp_c.Met,Protein,pp_
pp_c.Met.pY1235,Protein,pp_
pp_c.Myc,Protein,pp_
pp_cIAP,Protein,pp_
pp_eEF2,Protein,pp_
pp_eEF2K,Protein,pp_
pp_eIF4E,Protein,pp_
pp_eIF4G,Protein,pp_
pp_mTOR,Protein,pp_
pp_mTOR.pS2448,Protein,pp_
pp_p16.INK4a,Protein,pp_
pp_p21,Protein,pp_
pp_p27,Protein,pp_
pp_p27.pT157,Protein,pp_
pp_p27.pT198,Protein,pp_
pp_p38.MAPK,Protein,pp_
pp_p38.pT180.Y182,Protein,pp_
pp_p53,Protein,pp_
pp_p62.LCK.ligand,Protein,pp_
pp_p70S6K,Protein,pp_
pp_p70S6K.pT389,Protein,pp_
pp_p90RSK,Protein,pp_
pp_p90RSK.pT359.S363,Protein,pp_
